row,desk,date,firstHalf,secondHalf
1888,CLUJ_5_beta_33.2,18/01/2024,TRUE,TRUE
1889,CLUJ_5_beta_33.3,18/01/2024,TRUE,FALSE
1890,CLUJ_5_beta_33.4,18/01/2024,FALSE,FALSE
1891,CLUJ_5_beta_1.1,19/01/2024,TRUE,FALSE
1892,CLUJ_5_beta_1.2,19/01/2024,TRUE,FALSE
1893,CLUJ_5_beta_1.3,19/01/2024,TRUE,FALSE
1894,CLUJ_5_beta_1.4,19/01/2024,TRUE,FALSE
1895,CLUJ_5_beta_2.1,19/01/2024,FALSE,FALSE
1896,CLUJ_5_beta_2.2,19/01/2024,TRUE,TRUE
1897,CLUJ_5_beta_2.3,19/01/2024,FALSE,TRUE
1898,CLUJ_5_beta_2.4,19/01/2024,TRUE,FALSE
1899,CLUJ_5_beta_3.1,19/01/2024,FALSE,FALSE
1900,CLUJ_5_beta_3.2,19/01/2024,TRUE,FALSE
1901,CLUJ_5_beta_3.3,19/01/2024,FALSE,FALSE
1902,CLUJ_5_beta_3.4,19/01/2024,FALSE,TRUE
1903,CLUJ_5_beta_4.1,19/01/2024,TRUE,TRUE
1904,CLUJ_5_beta_4.2,19/01/2024,FALSE,FALSE
1905,CLUJ_5_beta_4.3,19/01/2024,TRUE,TRUE
1906,CLUJ_5_beta_4.4,19/01/2024,TRUE,TRUE
1907,CLUJ_5_beta_5.1,19/01/2024,TRUE,TRUE
1908,CLUJ_5_beta_5.2,19/01/2024,TRUE,TRUE
1909,CLUJ_5_beta_5.3,19/01/2024,FALSE,FALSE
1910,CLUJ_5_beta_5.4,19/01/2024,FALSE,TRUE
1911,CLUJ_5_beta_6.1,19/01/2024,TRUE,FALSE
1912,CLUJ_5_beta_6.2,19/01/2024,FALSE,TRUE
1913,CLUJ_5_beta_6.3,19/01/2024,TRUE,TRUE
1914,CLUJ_5_beta_6.4,19/01/2024,TRUE,FALSE
1915,CLUJ_5_beta_7.1,19/01/2024,TRUE,TRUE
1916,CLUJ_5_beta_7.2,19/01/2024,TRUE,TRUE
1917,CLUJ_5_beta_7.3,19/01/2024,FALSE,FALSE
1918,CLUJ_5_beta_7.4,19/01/2024,FALSE,FALSE
1919,CLUJ_5_beta_8.1,19/01/2024,FALSE,FALSE
1920,CLUJ_5_beta_8.2,19/01/2024,TRUE,FALSE
1921,CLUJ_5_beta_8.3,19/01/2024,FALSE,TRUE
1922,CLUJ_5_beta_8.4,19/01/2024,FALSE,FALSE
1923,CLUJ_5_beta_9.1,19/01/2024,FALSE,FALSE
1924,CLUJ_5_beta_9.2,19/01/2024,TRUE,TRUE
1925,CLUJ_5_beta_9.3,19/01/2024,FALSE,TRUE
1926,CLUJ_5_beta_9.4,19/01/2024,TRUE,FALSE
1927,CLUJ_5_beta_10.1,19/01/2024,FALSE,FALSE
1928,CLUJ_5_beta_10.2,19/01/2024,TRUE,FALSE
1929,CLUJ_5_beta_10.3,19/01/2024,TRUE,TRUE
1930,CLUJ_5_beta_10.4,19/01/2024,TRUE,TRUE
1931,CLUJ_5_beta_11.1,19/01/2024,TRUE,TRUE
1932,CLUJ_5_beta_11.2,19/01/2024,TRUE,TRUE
1933,CLUJ_5_beta_11.3,19/01/2024,TRUE,FALSE
1934,CLUJ_5_beta_11.4,19/01/2024,FALSE,TRUE
1935,CLUJ_5_beta_12.1,19/01/2024,TRUE,TRUE
1936,CLUJ_5_beta_12.2,19/01/2024,TRUE,TRUE
1937,CLUJ_5_beta_12.3,19/01/2024,TRUE,TRUE
1938,CLUJ_5_beta_12.4,19/01/2024,FALSE,FALSE
1939,CLUJ_5_beta_13.1,19/01/2024,FALSE,TRUE
1940,CLUJ_5_beta_13.2,19/01/2024,TRUE,TRUE
1941,CLUJ_5_beta_13.3,19/01/2024,FALSE,TRUE
1942,CLUJ_5_beta_13.4,19/01/2024,TRUE,FALSE
1943,CLUJ_5_beta_14.1,19/01/2024,TRUE,TRUE
1944,CLUJ_5_beta_14.2,19/01/2024,FALSE,FALSE
1945,CLUJ_5_beta_14.3,19/01/2024,TRUE,FALSE
1946,CLUJ_5_beta_14.4,19/01/2024,TRUE,FALSE
1947,CLUJ_5_beta_15.1,19/01/2024,FALSE,TRUE
1948,CLUJ_5_beta_15.2,19/01/2024,TRUE,TRUE
1949,CLUJ_5_beta_15.3,19/01/2024,TRUE,FALSE
1950,CLUJ_5_beta_15.4,19/01/2024,FALSE,TRUE
1951,CLUJ_5_beta_16.1,19/01/2024,TRUE,TRUE
1952,CLUJ_5_beta_16.2,19/01/2024,FALSE,FALSE
1953,CLUJ_5_beta_16.3,19/01/2024,FALSE,TRUE
1954,CLUJ_5_beta_16.4,19/01/2024,FALSE,TRUE
1955,CLUJ_5_beta_17.1,19/01/2024,FALSE,FALSE
1956,CLUJ_5_beta_17.2,19/01/2024,TRUE,TRUE
1957,CLUJ_5_beta_17.3,19/01/2024,FALSE,TRUE
1958,CLUJ_5_beta_17.4,19/01/2024,TRUE,FALSE
1959,CLUJ_5_beta_18.1,19/01/2024,TRUE,FALSE
1960,CLUJ_5_beta_18.2,19/01/2024,TRUE,FALSE
1961,CLUJ_5_beta_18.3,19/01/2024,FALSE,TRUE
1962,CLUJ_5_beta_18.4,19/01/2024,FALSE,FALSE
1963,CLUJ_5_beta_18.5,19/01/2024,TRUE,TRUE
1964,CLUJ_5_beta_19.1,19/01/2024,FALSE,FALSE
1965,CLUJ_5_beta_19.2,19/01/2024,FALSE,TRUE
1966,CLUJ_5_beta_19.3,19/01/2024,FALSE,TRUE
1967,CLUJ_5_beta_19.4,19/01/2024,TRUE,TRUE
1968,CLUJ_5_beta_19.5,19/01/2024,TRUE,FALSE
1969,CLUJ_5_beta_19.6,19/01/2024,TRUE,TRUE
1970,CLUJ_5_beta_20.1,19/01/2024,TRUE,TRUE
1971,CLUJ_5_beta_20.2,19/01/2024,TRUE,TRUE
1972,CLUJ_5_beta_20.3,19/01/2024,TRUE,TRUE
1973,CLUJ_5_beta_20.4,19/01/2024,FALSE,FALSE
1974,CLUJ_5_beta_21.1,19/01/2024,TRUE,FALSE
1975,CLUJ_5_beta_21.2,19/01/2024,TRUE,FALSE
1976,CLUJ_5_beta_21.3,19/01/2024,TRUE,TRUE
1977,CLUJ_5_beta_21.4,19/01/2024,FALSE,FALSE
1978,CLUJ_5_beta_22.1,19/01/2024,FALSE,FALSE
1979,CLUJ_5_beta_22.2,19/01/2024,TRUE,FALSE
1980,CLUJ_5_beta_22.3,19/01/2024,TRUE,FALSE
1981,CLUJ_5_beta_22.4,19/01/2024,FALSE,FALSE
1982,CLUJ_5_beta_23.1,19/01/2024,TRUE,FALSE
1983,CLUJ_5_beta_23.2,19/01/2024,FALSE,TRUE
1984,CLUJ_5_beta_23.3,19/01/2024,FALSE,TRUE
1985,CLUJ_5_beta_23.4,19/01/2024,TRUE,TRUE
1986,CLUJ_5_beta_24.1,19/01/2024,FALSE,FALSE
1987,CLUJ_5_beta_24.2,19/01/2024,TRUE,TRUE
1988,CLUJ_5_beta_24.3,19/01/2024,TRUE,TRUE
1989,CLUJ_5_beta_24.4,19/01/2024,TRUE,FALSE
1990,CLUJ_5_beta_25.1,19/01/2024,TRUE,FALSE
1991,CLUJ_5_beta_25.2,19/01/2024,TRUE,TRUE
1992,CLUJ_5_beta_25.3,19/01/2024,FALSE,TRUE
1993,CLUJ_5_beta_25.4,19/01/2024,TRUE,TRUE
1994,CLUJ_5_beta_26.1,19/01/2024,TRUE,TRUE
1995,CLUJ_5_beta_26.2,19/01/2024,FALSE,FALSE
1996,CLUJ_5_beta_26.3,19/01/2024,FALSE,TRUE
1997,CLUJ_5_beta_26.4,19/01/2024,FALSE,TRUE
1998,CLUJ_5_beta_27.1,19/01/2024,FALSE,TRUE
1999,CLUJ_5_beta_27.2,19/01/2024,FALSE,FALSE
2000,CLUJ_5_beta_27.3,19/01/2024,TRUE,TRUE
2001,CLUJ_5_beta_27.4,19/01/2024,TRUE,TRUE
2002,CLUJ_5_beta_28.1,19/01/2024,TRUE,FALSE
2003,CLUJ_5_beta_28.2,19/01/2024,FALSE,FALSE
2004,CLUJ_5_beta_28.3,19/01/2024,FALSE,TRUE
2005,CLUJ_5_beta_28.4,19/01/2024,FALSE,TRUE
2006,CLUJ_5_beta_29.1,19/01/2024,TRUE,FALSE
2007,CLUJ_5_beta_29.2,19/01/2024,FALSE,TRUE
2008,CLUJ_5_beta_29.3,19/01/2024,TRUE,TRUE
2009,CLUJ_5_beta_29.4,19/01/2024,TRUE,TRUE
2010,CLUJ_5_beta_30.1,19/01/2024,FALSE,FALSE
2011,CLUJ_5_beta_30.2,19/01/2024,TRUE,TRUE
2012,CLUJ_5_beta_30.3,19/01/2024,TRUE,TRUE
2013,CLUJ_5_beta_30.4,19/01/2024,TRUE,FALSE
2014,CLUJ_5_beta_31.1,19/01/2024,FALSE,TRUE
2015,CLUJ_5_beta_31.2,19/01/2024,FALSE,TRUE
2016,CLUJ_5_beta_31.3,19/01/2024,TRUE,TRUE
2017,CLUJ_5_beta_31.4,19/01/2024,TRUE,TRUE
2018,CLUJ_5_beta_32.1,19/01/2024,TRUE,FALSE
2019,CLUJ_5_beta_32.2,19/01/2024,FALSE,TRUE
2020,CLUJ_5_beta_32.3,19/01/2024,FALSE,TRUE
2021,CLUJ_5_beta_32.4,19/01/2024,FALSE,TRUE
2022,CLUJ_5_beta_33.1,19/01/2024,FALSE,FALSE
2023,CLUJ_5_beta_33.2,19/01/2024,FALSE,TRUE
2024,CLUJ_5_beta_33.3,19/01/2024,TRUE,TRUE
2025,CLUJ_5_beta_33.4,19/01/2024,FALSE,FALSE
2026,CLUJ_5_beta_1.1,22/01/2024,FALSE,TRUE
2027,CLUJ_5_beta_1.2,22/01/2024,TRUE,FALSE
2028,CLUJ_5_beta_1.3,22/01/2024,TRUE,FALSE
2029,CLUJ_5_beta_1.4,22/01/2024,TRUE,FALSE
2030,CLUJ_5_beta_2.1,22/01/2024,TRUE,TRUE
2031,CLUJ_5_beta_2.2,22/01/2024,TRUE,TRUE
2032,CLUJ_5_beta_2.3,22/01/2024,TRUE,TRUE
2033,CLUJ_5_beta_2.4,22/01/2024,FALSE,FALSE
2034,CLUJ_5_beta_3.1,22/01/2024,FALSE,TRUE
2035,CLUJ_5_beta_3.2,22/01/2024,FALSE,TRUE
2036,CLUJ_5_beta_3.3,22/01/2024,TRUE,TRUE
2037,CLUJ_5_beta_3.4,22/01/2024,TRUE,FALSE
2038,CLUJ_5_beta_4.1,22/01/2024,TRUE,TRUE
2039,CLUJ_5_beta_4.2,22/01/2024,FALSE,TRUE
2040,CLUJ_5_beta_4.3,22/01/2024,FALSE,FALSE
2041,CLUJ_5_beta_4.4,22/01/2024,FALSE,FALSE
2042,CLUJ_5_beta_5.1,22/01/2024,TRUE,TRUE
2043,CLUJ_5_beta_5.2,22/01/2024,TRUE,FALSE
2044,CLUJ_5_beta_5.3,22/01/2024,FALSE,FALSE
2045,CLUJ_5_beta_5.4,22/01/2024,TRUE,FALSE
2046,CLUJ_5_beta_6.1,22/01/2024,FALSE,TRUE
2047,CLUJ_5_beta_6.2,22/01/2024,TRUE,TRUE
2048,CLUJ_5_beta_6.3,22/01/2024,FALSE,TRUE
2049,CLUJ_5_beta_6.4,22/01/2024,FALSE,TRUE
2050,CLUJ_5_beta_7.1,22/01/2024,FALSE,TRUE
2051,CLUJ_5_beta_7.2,22/01/2024,FALSE,FALSE
2052,CLUJ_5_beta_7.3,22/01/2024,FALSE,FALSE
2053,CLUJ_5_beta_7.4,22/01/2024,TRUE,TRUE
2054,CLUJ_5_beta_8.1,22/01/2024,FALSE,TRUE
2055,CLUJ_5_beta_8.2,22/01/2024,FALSE,TRUE
2056,CLUJ_5_beta_8.3,22/01/2024,TRUE,FALSE
2057,CLUJ_5_beta_8.4,22/01/2024,FALSE,TRUE
2058,CLUJ_5_beta_9.1,22/01/2024,TRUE,TRUE
2059,CLUJ_5_beta_9.2,22/01/2024,TRUE,TRUE
2060,CLUJ_5_beta_9.3,22/01/2024,FALSE,FALSE
2061,CLUJ_5_beta_9.4,22/01/2024,TRUE,FALSE
2062,CLUJ_5_beta_10.1,22/01/2024,TRUE,FALSE
2063,CLUJ_5_beta_10.2,22/01/2024,FALSE,FALSE
2064,CLUJ_5_beta_10.3,22/01/2024,FALSE,FALSE
2065,CLUJ_5_beta_10.4,22/01/2024,TRUE,TRUE
2066,CLUJ_5_beta_11.1,22/01/2024,FALSE,FALSE
2067,CLUJ_5_beta_11.2,22/01/2024,TRUE,FALSE
2068,CLUJ_5_beta_11.3,22/01/2024,FALSE,FALSE
2069,CLUJ_5_beta_11.4,22/01/2024,TRUE,TRUE
2070,CLUJ_5_beta_12.1,22/01/2024,TRUE,FALSE
2071,CLUJ_5_beta_12.2,22/01/2024,FALSE,FALSE
2072,CLUJ_5_beta_12.3,22/01/2024,TRUE,FALSE
2073,CLUJ_5_beta_12.4,22/01/2024,FALSE,TRUE
2074,CLUJ_5_beta_13.1,22/01/2024,FALSE,FALSE
2075,CLUJ_5_beta_13.2,22/01/2024,TRUE,FALSE
2076,CLUJ_5_beta_13.3,22/01/2024,TRUE,FALSE
2077,CLUJ_5_beta_13.4,22/01/2024,TRUE,TRUE
2078,CLUJ_5_beta_14.1,22/01/2024,FALSE,TRUE
2079,CLUJ_5_beta_14.2,22/01/2024,TRUE,TRUE
2080,CLUJ_5_beta_14.3,22/01/2024,FALSE,TRUE
2081,CLUJ_5_beta_14.4,22/01/2024,TRUE,TRUE
2082,CLUJ_5_beta_15.1,22/01/2024,TRUE,FALSE
2083,CLUJ_5_beta_15.2,22/01/2024,FALSE,TRUE
2084,CLUJ_5_beta_15.3,22/01/2024,TRUE,FALSE
2085,CLUJ_5_beta_15.4,22/01/2024,FALSE,FALSE
2086,CLUJ_5_beta_16.1,22/01/2024,FALSE,TRUE
2087,CLUJ_5_beta_16.2,22/01/2024,TRUE,TRUE
2088,CLUJ_5_beta_16.3,22/01/2024,FALSE,FALSE
2089,CLUJ_5_beta_16.4,22/01/2024,FALSE,TRUE
2090,CLUJ_5_beta_17.1,22/01/2024,TRUE,TRUE
2091,CLUJ_5_beta_17.2,22/01/2024,TRUE,TRUE
2092,CLUJ_5_beta_17.3,22/01/2024,TRUE,TRUE
2093,CLUJ_5_beta_17.4,22/01/2024,FALSE,FALSE
2094,CLUJ_5_beta_18.1,22/01/2024,FALSE,FALSE
2095,CLUJ_5_beta_18.2,22/01/2024,TRUE,FALSE
2096,CLUJ_5_beta_18.3,22/01/2024,TRUE,TRUE
2097,CLUJ_5_beta_18.4,22/01/2024,TRUE,TRUE
2098,CLUJ_5_beta_18.5,22/01/2024,TRUE,TRUE
2099,CLUJ_5_beta_19.1,22/01/2024,TRUE,TRUE
2100,CLUJ_5_beta_19.2,22/01/2024,FALSE,TRUE
2101,CLUJ_5_beta_19.3,22/01/2024,FALSE,FALSE
2102,CLUJ_5_beta_19.4,22/01/2024,FALSE,TRUE
2103,CLUJ_5_beta_19.5,22/01/2024,FALSE,FALSE
2104,CLUJ_5_beta_19.6,22/01/2024,TRUE,TRUE
2105,CLUJ_5_beta_20.1,22/01/2024,TRUE,TRUE
2106,CLUJ_5_beta_20.2,22/01/2024,TRUE,FALSE
2107,CLUJ_5_beta_20.3,22/01/2024,TRUE,TRUE
2108,CLUJ_5_beta_20.4,22/01/2024,FALSE,TRUE
2109,CLUJ_5_beta_21.1,22/01/2024,TRUE,FALSE
2110,CLUJ_5_beta_21.2,22/01/2024,TRUE,TRUE
2111,CLUJ_5_beta_21.3,22/01/2024,TRUE,FALSE
2112,CLUJ_5_beta_21.4,22/01/2024,FALSE,TRUE
2113,CLUJ_5_beta_22.1,22/01/2024,TRUE,TRUE
2114,CLUJ_5_beta_22.2,22/01/2024,FALSE,TRUE
2115,CLUJ_5_beta_22.3,22/01/2024,FALSE,FALSE
2116,CLUJ_5_beta_22.4,22/01/2024,TRUE,TRUE
2117,CLUJ_5_beta_23.1,22/01/2024,FALSE,TRUE
2118,CLUJ_5_beta_23.2,22/01/2024,FALSE,TRUE
2119,CLUJ_5_beta_23.3,22/01/2024,TRUE,TRUE
2120,CLUJ_5_beta_23.4,22/01/2024,TRUE,FALSE
2121,CLUJ_5_beta_24.1,22/01/2024,TRUE,FALSE
2122,CLUJ_5_beta_24.2,22/01/2024,TRUE,FALSE
2123,CLUJ_5_beta_24.3,22/01/2024,TRUE,TRUE
2124,CLUJ_5_beta_24.4,22/01/2024,FALSE,TRUE
2125,CLUJ_5_beta_25.1,22/01/2024,TRUE,FALSE
2126,CLUJ_5_beta_25.2,22/01/2024,TRUE,FALSE
2127,CLUJ_5_beta_25.3,22/01/2024,FALSE,FALSE
2128,CLUJ_5_beta_25.4,22/01/2024,TRUE,TRUE
2129,CLUJ_5_beta_26.1,22/01/2024,TRUE,FALSE
2130,CLUJ_5_beta_26.2,22/01/2024,FALSE,TRUE
2131,CLUJ_5_beta_26.3,22/01/2024,FALSE,FALSE
2132,CLUJ_5_beta_26.4,22/01/2024,TRUE,FALSE
2133,CLUJ_5_beta_27.1,22/01/2024,TRUE,TRUE
2134,CLUJ_5_beta_27.2,22/01/2024,TRUE,TRUE
2135,CLUJ_5_beta_27.3,22/01/2024,FALSE,FALSE
2136,CLUJ_5_beta_27.4,22/01/2024,TRUE,TRUE
2137,CLUJ_5_beta_28.1,22/01/2024,TRUE,FALSE
2138,CLUJ_5_beta_28.2,22/01/2024,TRUE,FALSE
2139,CLUJ_5_beta_28.3,22/01/2024,FALSE,FALSE
2140,CLUJ_5_beta_28.4,22/01/2024,FALSE,TRUE
2141,CLUJ_5_beta_29.1,22/01/2024,TRUE,TRUE
2142,CLUJ_5_beta_29.2,22/01/2024,TRUE,TRUE
2143,CLUJ_5_beta_29.3,22/01/2024,TRUE,TRUE
2144,CLUJ_5_beta_29.4,22/01/2024,TRUE,TRUE
2145,CLUJ_5_beta_30.1,22/01/2024,TRUE,TRUE
2146,CLUJ_5_beta_30.2,22/01/2024,FALSE,FALSE
2147,CLUJ_5_beta_30.3,22/01/2024,FALSE,TRUE
2148,CLUJ_5_beta_30.4,22/01/2024,TRUE,TRUE
2149,CLUJ_5_beta_31.1,22/01/2024,FALSE,FALSE
2150,CLUJ_5_beta_31.2,22/01/2024,TRUE,TRUE
2151,CLUJ_5_beta_31.3,22/01/2024,FALSE,TRUE
2152,CLUJ_5_beta_31.4,22/01/2024,TRUE,FALSE
2153,CLUJ_5_beta_32.1,22/01/2024,TRUE,FALSE
2154,CLUJ_5_beta_32.2,22/01/2024,TRUE,TRUE
2155,CLUJ_5_beta_32.3,22/01/2024,TRUE,FALSE
2156,CLUJ_5_beta_32.4,22/01/2024,FALSE,FALSE
2157,CLUJ_5_beta_33.1,22/01/2024,FALSE,TRUE
2158,CLUJ_5_beta_33.2,22/01/2024,FALSE,FALSE
2159,CLUJ_5_beta_33.3,22/01/2024,TRUE,FALSE
2160,CLUJ_5_beta_33.4,22/01/2024,TRUE,TRUE
2161,CLUJ_5_beta_1.1,23/01/2024,TRUE,FALSE
2162,CLUJ_5_beta_1.2,23/01/2024,FALSE,TRUE
2163,CLUJ_5_beta_1.3,23/01/2024,TRUE,TRUE
2164,CLUJ_5_beta_1.4,23/01/2024,TRUE,TRUE
2165,CLUJ_5_beta_2.1,23/01/2024,TRUE,TRUE
2166,CLUJ_5_beta_2.2,23/01/2024,FALSE,TRUE
2167,CLUJ_5_beta_2.3,23/01/2024,TRUE,TRUE
2168,CLUJ_5_beta_2.4,23/01/2024,TRUE,TRUE
2169,CLUJ_5_beta_3.1,23/01/2024,TRUE,TRUE
2170,CLUJ_5_beta_3.2,23/01/2024,FALSE,FALSE
2171,CLUJ_5_beta_3.3,23/01/2024,TRUE,TRUE
2172,CLUJ_5_beta_3.4,23/01/2024,FALSE,TRUE
2173,CLUJ_5_beta_4.1,23/01/2024,TRUE,TRUE
2174,CLUJ_5_beta_4.2,23/01/2024,TRUE,FALSE
2175,CLUJ_5_beta_4.3,23/01/2024,FALSE,FALSE
2176,CLUJ_5_beta_4.4,23/01/2024,FALSE,FALSE
2177,CLUJ_5_beta_5.1,23/01/2024,FALSE,FALSE
2178,CLUJ_5_beta_5.2,23/01/2024,TRUE,TRUE
2179,CLUJ_5_beta_5.3,23/01/2024,FALSE,FALSE
2180,CLUJ_5_beta_5.4,23/01/2024,FALSE,TRUE
2181,CLUJ_5_beta_6.1,23/01/2024,FALSE,TRUE
2182,CLUJ_5_beta_6.2,23/01/2024,FALSE,TRUE
2183,CLUJ_5_beta_6.3,23/01/2024,TRUE,TRUE
2184,CLUJ_5_beta_6.4,23/01/2024,FALSE,FALSE
2185,CLUJ_5_beta_7.1,23/01/2024,FALSE,TRUE
2186,CLUJ_5_beta_7.2,23/01/2024,TRUE,TRUE
2187,CLUJ_5_beta_7.3,23/01/2024,TRUE,TRUE
2188,CLUJ_5_beta_7.4,23/01/2024,TRUE,TRUE
2189,CLUJ_5_beta_8.1,23/01/2024,TRUE,TRUE
2190,CLUJ_5_beta_8.2,23/01/2024,FALSE,FALSE
2191,CLUJ_5_beta_8.3,23/01/2024,TRUE,TRUE
2192,CLUJ_5_beta_8.4,23/01/2024,TRUE,FALSE
2193,CLUJ_5_beta_9.1,23/01/2024,TRUE,TRUE
2194,CLUJ_5_beta_9.2,23/01/2024,FALSE,FALSE
2195,CLUJ_5_beta_9.3,23/01/2024,TRUE,FALSE
2196,CLUJ_5_beta_9.4,23/01/2024,FALSE,TRUE
2197,CLUJ_5_beta_10.1,23/01/2024,FALSE,TRUE
2198,CLUJ_5_beta_10.2,23/01/2024,TRUE,FALSE
2199,CLUJ_5_beta_10.3,23/01/2024,TRUE,FALSE
2200,CLUJ_5_beta_10.4,23/01/2024,TRUE,FALSE
2201,CLUJ_5_beta_11.1,23/01/2024,FALSE,TRUE
2202,CLUJ_5_beta_11.2,23/01/2024,FALSE,FALSE
2203,CLUJ_5_beta_11.3,23/01/2024,FALSE,TRUE
2204,CLUJ_5_beta_11.4,23/01/2024,FALSE,TRUE
2205,CLUJ_5_beta_12.1,23/01/2024,FALSE,FALSE
2206,CLUJ_5_beta_12.2,23/01/2024,TRUE,FALSE
2207,CLUJ_5_beta_12.3,23/01/2024,TRUE,TRUE
2208,CLUJ_5_beta_12.4,23/01/2024,TRUE,FALSE
2209,CLUJ_5_beta_13.1,23/01/2024,FALSE,TRUE
2210,CLUJ_5_beta_13.2,23/01/2024,TRUE,FALSE
2211,CLUJ_5_beta_13.3,23/01/2024,TRUE,TRUE
2212,CLUJ_5_beta_13.4,23/01/2024,FALSE,TRUE
2213,CLUJ_5_beta_14.1,23/01/2024,TRUE,FALSE
2214,CLUJ_5_beta_14.2,23/01/2024,TRUE,TRUE
2215,CLUJ_5_beta_14.3,23/01/2024,FALSE,TRUE
2216,CLUJ_5_beta_14.4,23/01/2024,FALSE,FALSE
2217,CLUJ_5_beta_15.1,23/01/2024,FALSE,FALSE
2218,CLUJ_5_beta_15.2,23/01/2024,TRUE,TRUE
2219,CLUJ_5_beta_15.3,23/01/2024,FALSE,TRUE
2220,CLUJ_5_beta_15.4,23/01/2024,TRUE,TRUE
2221,CLUJ_5_beta_16.1,23/01/2024,TRUE,FALSE
2222,CLUJ_5_beta_16.2,23/01/2024,TRUE,TRUE
2223,CLUJ_5_beta_16.3,23/01/2024,FALSE,FALSE
2224,CLUJ_5_beta_16.4,23/01/2024,TRUE,FALSE
2225,CLUJ_5_beta_17.1,23/01/2024,FALSE,TRUE
2226,CLUJ_5_beta_17.2,23/01/2024,FALSE,TRUE
2227,CLUJ_5_beta_17.3,23/01/2024,FALSE,TRUE
2228,CLUJ_5_beta_17.4,23/01/2024,TRUE,FALSE
2229,CLUJ_5_beta_18.1,23/01/2024,FALSE,TRUE
2230,CLUJ_5_beta_18.2,23/01/2024,FALSE,FALSE
2231,CLUJ_5_beta_18.3,23/01/2024,FALSE,FALSE
2232,CLUJ_5_beta_18.4,23/01/2024,FALSE,FALSE
2233,CLUJ_5_beta_18.5,23/01/2024,FALSE,FALSE
2234,CLUJ_5_beta_19.1,23/01/2024,TRUE,FALSE
2235,CLUJ_5_beta_19.2,23/01/2024,TRUE,FALSE
2236,CLUJ_5_beta_19.3,23/01/2024,FALSE,FALSE
2237,CLUJ_5_beta_19.4,23/01/2024,TRUE,TRUE
2238,CLUJ_5_beta_19.5,23/01/2024,TRUE,FALSE
2239,CLUJ_5_beta_19.6,23/01/2024,TRUE,FALSE
2240,CLUJ_5_beta_20.1,23/01/2024,TRUE,FALSE
2241,CLUJ_5_beta_20.2,23/01/2024,FALSE,FALSE
2242,CLUJ_5_beta_20.3,23/01/2024,FALSE,TRUE
2243,CLUJ_5_beta_20.4,23/01/2024,TRUE,TRUE
2244,CLUJ_5_beta_21.1,23/01/2024,FALSE,TRUE
2245,CLUJ_5_beta_21.2,23/01/2024,FALSE,TRUE
2246,CLUJ_5_beta_21.3,23/01/2024,TRUE,FALSE
2247,CLUJ_5_beta_21.4,23/01/2024,TRUE,FALSE
2248,CLUJ_5_beta_22.1,23/01/2024,FALSE,FALSE
2249,CLUJ_5_beta_22.2,23/01/2024,FALSE,FALSE
2250,CLUJ_5_beta_22.3,23/01/2024,TRUE,FALSE
2251,CLUJ_5_beta_22.4,23/01/2024,TRUE,FALSE
2252,CLUJ_5_beta_23.1,23/01/2024,FALSE,TRUE
2253,CLUJ_5_beta_23.2,23/01/2024,TRUE,FALSE
2254,CLUJ_5_beta_23.3,23/01/2024,TRUE,FALSE
2255,CLUJ_5_beta_23.4,23/01/2024,FALSE,FALSE
2256,CLUJ_5_beta_24.1,23/01/2024,TRUE,FALSE
2257,CLUJ_5_beta_24.2,23/01/2024,FALSE,FALSE
2258,CLUJ_5_beta_24.3,23/01/2024,FALSE,TRUE
2259,CLUJ_5_beta_24.4,23/01/2024,FALSE,TRUE
2260,CLUJ_5_beta_25.1,23/01/2024,TRUE,FALSE
2261,CLUJ_5_beta_25.2,23/01/2024,TRUE,FALSE
2262,CLUJ_5_beta_25.3,23/01/2024,FALSE,FALSE
2263,CLUJ_5_beta_25.4,23/01/2024,FALSE,TRUE
2264,CLUJ_5_beta_26.1,23/01/2024,FALSE,FALSE
2265,CLUJ_5_beta_26.2,23/01/2024,TRUE,TRUE
2266,CLUJ_5_beta_26.3,23/01/2024,TRUE,TRUE
2267,CLUJ_5_beta_26.4,23/01/2024,FALSE,FALSE
2268,CLUJ_5_beta_27.1,23/01/2024,TRUE,TRUE
2269,CLUJ_5_beta_27.2,23/01/2024,TRUE,FALSE
2270,CLUJ_5_beta_27.3,23/01/2024,FALSE,FALSE
2271,CLUJ_5_beta_27.4,23/01/2024,TRUE,FALSE
2272,CLUJ_5_beta_28.1,23/01/2024,TRUE,TRUE
2273,CLUJ_5_beta_28.2,23/01/2024,FALSE,TRUE
2274,CLUJ_5_beta_28.3,23/01/2024,TRUE,FALSE
2275,CLUJ_5_beta_28.4,23/01/2024,TRUE,FALSE
2276,CLUJ_5_beta_29.1,23/01/2024,FALSE,TRUE
2277,CLUJ_5_beta_29.2,23/01/2024,FALSE,FALSE
2278,CLUJ_5_beta_29.3,23/01/2024,TRUE,FALSE
2279,CLUJ_5_beta_29.4,23/01/2024,FALSE,FALSE
2280,CLUJ_5_beta_30.1,23/01/2024,TRUE,FALSE
2281,CLUJ_5_beta_30.2,23/01/2024,FALSE,TRUE
2282,CLUJ_5_beta_30.3,23/01/2024,FALSE,FALSE
2283,CLUJ_5_beta_30.4,23/01/2024,FALSE,FALSE
2284,CLUJ_5_beta_31.1,23/01/2024,FALSE,FALSE
2285,CLUJ_5_beta_31.2,23/01/2024,FALSE,FALSE
2286,CLUJ_5_beta_31.3,23/01/2024,TRUE,FALSE
